id,caption,source,category,cluster
Cup_3,A green cup with a flared shape.,ai2thorhab,cup,1
Cup_19,A gray conical cup with a wide base.,ai2thorhab,cup,0
Cup_4,A translucent gray cup with a tapered design.,ai2thorhab,cup,0
Cup_28,A black cup with a glossy finish.,ai2thorhab,cup,0
Mug_3,A black cup with a matte finish.,ai2thorhab,cup,0
Cup_7,An orange cup with a conical shape.,ai2thorhab,cup,1
Cup_30,An orange cup with a simple design.,ai2thorhab,cup,1
Cup_6,A black cup with a faceted design.,ai2thorhab,cup,0
Cup_8,A gray cup with a smooth surface.,ai2thorhab,cup,0
Mug_1,A plain white cup with a simple handle.,ai2thorhab,cup,1
Cup_9,"A translucent, flared cup.",ai2thorhab,cup,0
Cup_29,A green cup with a smooth surface.,ai2thorhab,cup,0
Cup_20,A translucent glass cup with a pedestal base.,ai2thorhab,cup,0
Cup_13,A black cup with a faceted design.,ai2thorhab,cup,0
Cup_12,A gray cup with a hexagonal shape.,ai2thorhab,cup,1
Cup_10,A green cup with a square rim.,ai2thorhab,cup,1
Cup_11,An orange cup with a hexagonal shape.,ai2thorhab,cup,1
Cup_1,A transparent cup with a smooth surface.,ai2thorhab,cup,0
Threshold_Porcelain_Coffee_Mug_All_Over_Bead_White,"A white porcelain coffee mug, Threshold.",google,cup,1
Cole_Hardware_Mug_Classic_Blue,"A classic blue mug, Cole Hardware.",google,cup,1
ACE_Coffee_Mug_Kristen_16_oz_cup,"A white, 16 oz coffee mug, ACE Coffee Mug Kristen.",google,cup,1
Ecoforms_Cup_B4_SAN,"A beige Ecoforms cup, Ecoforms_Cup_B4_SAN.",google,cup,1
79d0108478f89df6a9556b733718de3731af4e0c,A white teapot with a blue wave pattern.,hssd_hab,teapot,0
bbf4aa8262d369bc6b16a1669d7acf4c2a4d7b89,A white teapot with a rounded body and small lid.,hssd_hab,teapot,1
9b3b1dd57b887fb075ae1764b5f3925daaaabe2a,"A teapot with a Union Jack pattern and ""London 2012"" text.",hssd_hab,teapot,0
d0a06a5a905aee68c410b6ca8714bde74a834df5,A white teapot with a floral pattern.,hssd_hab,teapot,0
4db7a1a5377cf18b8a14ab335a2970724ec43f2c,A white teapot with subtle dot patterns and a brown woven handle.,hssd_hab,teapot,0
58b91f6a212bde731f0f3da2cb4fec30d13396d6,A glossy black teapot with a rounded lid.,hssd_hab,teapot,1
cd77c8f1b272d2776dc5f7a89dad82a1cdb4ebc8,A white teapot with a curved spout and handle.,hssd_hab,teapot,1
3e991a6cc8ed46bb9f3b9641e7062ce627fe7ca9,"A white teapot with green leaves, red berries, and a birthday message.",hssd_hab,teapot,0
303b98fac9e22c364d2e7770ef586f9c963df7e8,A black teapot with a curved spout and ornate lid.,hssd_hab,teapot,1
1b8049a707cc4f4b440d7a60b24dcf73065aaa88,A black teapot with a pointed lid.,hssd_hab,teapot,1
fbf828b972d59baba95d1a54e1f95442d7ea0b46,A white vase with blue speckles.,hssd_hab,vase,0
3448a0f2142df518fd92e165207bf1d58dd05fa0,"A tall, dark green vase with a narrow neck.",hssd_hab,vase,1
a17f03892b9f71801e057be9db2de908464d1fba,A beige vase with vintage text and floral design.,hssd_hab,vase,1
67b71a4ad2610e060ea018855d108362a4d6fbae,A white vase with a geometric design.,hssd_hab,vase,0
1404f8d65e562307f0fead3fd0d408c34f0af26a,A black vase with a unique round shape.,hssd_hab,vase,1
14b8b72a08380f9f7f13fbb0eef83344a2c11c33,A brown and beige vase with a pebble-like pattern.,hssd_hab,vase,1
xxxx59b79f40x2b52x4d5axb58bx2c8d239b9a1e,A brown vase with dot and stripe patterns.,hssd_hab,vase,1
2bc5fe4f4fc48aec41c67e34ebe603bbb53b1d01,A black vase with cream and gray horizontal stripes.,hssd_hab,vase,1
6f9e025e59a4a4c1991bb6dc7e73ccb985d07c57,"I'm sorry, I can't identify the object based on the image provided.",hssd_hab,vase,1
9ec28866f43e42093f181e656ef1c89923945808,A black vase with a geometric pattern.,hssd_hab,vase,1
379ad1f30cbdee03b3ce2a68d11b6b855e746fb7,A colorful vase with a geometric mosaic pattern.,hssd_hab,vase,1
0561c92e2635eaaa0ad753cabfb427cfde565ec0,A white vase with a geometric pattern.,hssd_hab,vase,0
b084a1e5e80ece7227672011515ee3b5b33a01d9,A two-tone vase with a white and green gradient top and black base.,hssd_hab,vase,1
b4c970f1a8fa29e0934f4e8ccd1cb67ad92b0d51,A black and white vase with geometric patterns.,hssd_hab,vase,1
5fd9d34de9562a5891fe0657010d6c7777438db8,A gray vase with abstract line patterns.,hssd_hab,vase,1
882802e4ffc1f87c16e16d1322c651a849f7743d,A light green vase with a smooth finish.,hssd_hab,vase,1
2c66d9495affb0273810b7bacd4c87a4b0f90852,A tall turquoise vase with a speckled pattern.,hssd_hab,vase,1
1d6275b17496af0183fe2c158332a8b8d3eea5b7,A terracotta vase with a rustic finish.,hssd_hab,vase,1
xxxx3df1391bx35d8x4752xad8exde9f3cf64b31,A beige vase with a blue and green gradient design.,hssd_hab,vase,1
877384ee8dc4577ccc2dc5b37ee505d2d4af3d0e,A brown vase with two handles.,hssd_hab,vase,1
c8af5b98558601d1ea284a89c3578eb39e061c00,A gray vase with a geometric pattern.,hssd_hab,vase,1
40bf81e852fd34c4d390fa68f71d2cafcb91f2f4,A white vase with circular cutouts.,hssd_hab,vase,0
dfcbfd3a7de15b9689dc0580c38f2f0896b6647d,A white and light gray vase with a matte finish.,hssd_hab,vase,0
0ae9ee903346b3fd69b34228a3340662a173b791,A brown and beige vase with decorative patterns.,hssd_hab,vase,1
4fc6a72c3c780fd8c70c0bdd23aa877b0c4f4a7b,A white vase with a scalloped design.,hssd_hab,vase,0
80794dc5fde2b3276714ff40107bce7b909e45c7,A vase with black stripes and a yellow base.,hssd_hab,vase,1
ff10cb92d3dbd50abc4b4aac608055945bdb31e7,A simple gray vase.,hssd_hab,vase,1
c27ffe33c37fb0d58bd76b949f85b4896545e0ed,A gray vase with a geometric pattern.,hssd_hab,vase,1
356b8426ceec3110080b71163f586c8a0f15acfb,"A tall, olive-green vase with a ribbed texture.",hssd_hab,vase,1
263cce6bd107ce2e9f259120e38cd27f5dac0bcc,A white vase with a wavy design.,hssd_hab,vase,0
c3c8a9a0e1f2037d9e82d2286748cb576b1fd738,A dark green vase with a textured pattern.,hssd_hab,vase,1
af357e69163c47f0d376340314809ae12ee0c609,A beige vase with a rounded base and tapered neck.,hssd_hab,vase,1
c4a76da68c72eec12f07b0f047a21a130872a0ba,"A brown vase with a tall, narrow shape.",hssd_hab,vase,1
1520472dfd763a8cb0f1b2a447bce437827b8776,A white vase with green and light blue leaves.,hssd_hab,vase,0
fc2d461dfe96f499d7c38306747b8000e111b13f,"A tall, brown vase with a smooth surface.",hssd_hab,vase,1
7ec42d263b2ee8d9b0cd09651f32c2ce46982351,A gray vase with a narrow neck and rounded body.,hssd_hab,vase,1
18a2fab4d1fe71c969e654740028d422d18ad9b6,A white vase with a textured geometric pattern.,hssd_hab,vase,0
0d61b723728d6d5ac05ac53e07372bcc7ff676ce,A round gray vase with a dotted pattern.,hssd_hab,vase,1
243bad4f4c1bdda1dddf46ac7e54c567289fd38d,A gray vase with a subtle vertical line texture.,hssd_hab,vase,1
96dec181c78bf169dbe3bb8c0215c383ce30bd3e,A tall gray vase with a black abstract pattern.,hssd_hab,vase,1
fead0a77067515bd384f322f81592d868093c8ce,A white and blue vase with intricate patterns.,hssd_hab,vase,0
2470231ef2743a97f8159f356337527eef366763,A white vase with blue floral patterns.,hssd_hab,vase,0
91cb2a92d739d4d71c46a12cb744415b90b17047,A dark green vase with vertical ridges.,hssd_hab,vase,1
xxxx3a4d8840x65eax4986x98f8xb64e2fba5da6,A white vase with a blue and gray pixel pattern on the upper section.,hssd_hab,vase,0
d6b5822b17434f97ff007e0854cd9385dc79a150,A black vase with a narrow neck and rounded body.,hssd_hab,vase,1
c3a6db9251980820f1e2ddcabebf8d21f059e0a4,A black vase with white geometric patterns.,hssd_hab,vase,0
af753234600031dd1619673de2827b3fb2ae5b72,A black vase with geometric gold lines.,hssd_hab,vase,1
a21f46139ac72eca15b4240cf8055b984d593af1,A brown vase with a ribbed design.,hssd_hab,vase,1
5c111a7314a6d708375b5fc1a0d6560d306da7b1,A tan vase with a long narrow neck.,hssd_hab,vase,1
334e738f9a75aa50fdc33f0776b43bdea1fccdfe,A glossy gray vase with an elongated neck.,hssd_hab,vase,1
2d686cdf1b2da2c4b61c629bdefdb4a5c6678168,A gray vase with a vertical stripe pattern.,hssd_hab,vase,1
539a80debf42cd0b6b3c3d1d67d9488efa95af45,A dark green vase with a ribbed texture.,hssd_hab,vase,1
adf37dc162377502fc26a64433466f01d182ebf9,"A tall, slender black vase.",hssd_hab,vase,1
2c9b708ce46c0fa262c9c97f58e4856a792dba5e,"A gray vase with a smooth, glossy finish.",hssd_hab,vase,1
0875307f7666e4fce7e217849c10c29972d142a7,A black wire vase with a cage-like design.,hssd_hab,vase,1
a1a955a6d0706fa3634c9baea186632791ade20c,A tall vase with a blue and white geometric pattern.,hssd_hab,vase,0
56a3cb5686d12e4bad648c325ae998def645c997,"A teal vase with a tall, slender neck.",hssd_hab,vase,1
xxxx962ed056x74e2x4f30x98ffx26eea6a2adad,A blue vase with a ribbed texture.,hssd_hab,vase,1
f51fd63c6cd12ee673b94946d1450c6afc8713be,A black and white vase with a speckled pattern.,hssd_hab,vase,1
e60a5e30bb3384125c02cbda6b8aeaffc900b78a,"A tall, slender gray vase.",hssd_hab,vase,1
c8626f2d3bbeb2f1601a2af656c4610cd99e56fa,A cylindrical vase with a colorful mosaic pattern.,hssd_hab,vase,1
15fbefb684c5f988e5ff754bbded98aa80d3542f,A white vase with a petal-like pattern.,hssd_hab,vase,0
1bd20c0904b0a85598a32a2de70c3a2facdf8e4d,A dark green vase with a ribbed texture.,hssd_hab,vase,1
4551602f795cf1b62cea365613c31f56dfe3999c,A white vase with a black and white bear design and raised arms.,hssd_hab,vase,0
99de5eb0d3e87db48cc5c2c558880d7aa1ec2c2d,A white vase adorned with butterfly designs.,hssd_hab,vase,0
9150be2ad622edb189333575dd7ecf229f28c490,A white vase with a subtle textured pattern.,hssd_hab,vase,0
94a5de038faeea77c286fbe0af7469d2a2f7792b,A white vase with a narrow neck.,hssd_hab,vase,0
9c09a8ddc8047cdecc332f1368332a2e62a6c784,"A tall, light green vase.",hssd_hab,vase,1
20b562393eb8b161d1bfb7b1e9c5c65d277cfe6f,A dark blue vase with a geometric cutout design.,hssd_hab,vase,1
85a26b27d39fe3c8317df4342d0ae32203739b8e,A white and pink vase with horizontal black stripes.,hssd_hab,vase,0
8ffc1468a4c10a3badb8b36062d58f5553c02d21,"A light green vase with a tall, cylindrical shape.",hssd_hab,vase,1
310fe43cec6ff66fc0f99cca8443c5cdeca818ad,A dark green vase with a ribbed texture.,hssd_hab,vase,1
1b4711c1a5a9978cc2e7c57008f3d085c355d145,A white vase with a round shape.,hssd_hab,vase,0
aea09725b176eae21cb59fa852a55174189c11ee,A glossy black vase with circular indentations.,hssd_hab,vase,1
f427ee2c7b7482af6c00918245cad73df5241a94,A two-tone vase with a smooth finish.,hssd_hab,vase,1
3bd1652a8ee18e0dc0985011fef96125f46b1ac4,A gray vase with a textured grid pattern.,hssd_hab,vase,1
66d17b302cff7b3baffdccbb52f16325ff35c623,A white vase with a green nature pattern.,hssd_hab,vase,0
4b67581ca492a2028ccf3064b2824dcc8d104fb0,A blue vase with a white geometric pattern.,hssd_hab,vase,0
xxxx609fb6c8x44a7x4239xb341xb9880ac81843,A white vase with a textured pattern.,hssd_hab,vase,0
1182b246f9dc763f898cf5a47feb003f8905d289,A white vase with embossed floral designs.,hssd_hab,vase,0
f161fe4fd2234d49ab5e452f7b4d869ae276330e,A cream vase with a subtle vertical stripe texture.,hssd_hab,vase,1
463db7d43c592863e0deb15b198bf5747faae86f,A yellow vase with a smooth finish.,hssd_hab,vase,1
13fe6d40a8869913ca6623bc6ed25dbcffb7da0d,A white vase with blue intricate patterns.,hssd_hab,vase,0
55cc6c146898e7fb1c2ea66ac86b04d6566ad1a5,A white vase with a slender neck.,hssd_hab,vase,0
5d21ea3e7e66c57b22608a848317d807dbde3c3a,A gray vase with a rectangular shape.,hssd_hab,vase,1
b5a2e303c9a5cfa54fb5b257cd82926b194e1e26,"A tall, slender dark green vase.",hssd_hab,vase,1
0c48040ad6f64c0103c2f1b3133e2760ed8392b7,A multicolored vase with an earthy gradient pattern.,hssd_hab,vase,1
7d38434695df81af30390db76c89bcc04529b406,A white vase with black bird decorations.,hssd_hab,vase,0
2fd36b341e66b948ec0cd87264036f7881cedb4b,A black vase with a textured geometric pattern.,hssd_hab,vase,1
xxxxccb30c58x6dc6x4d15x9e92x1583d4c2562f,A white vase with a textured circular pattern.,hssd_hab,vase,0
14e43de7e803f8d42e974f35cef746dcb7b57ed9,A white vase with intricate blue patterns and a geometric handle.,hssd_hab,vase,0
cc5281d4600eb70647018d02c92032abf391535f,"A black vase with a curvy, elongated shape.",hssd_hab,vase,1
0b0df80543773a698cd4ddcf76a7c5acfc4a803d,A multicolored vase with abstract patterns.,hssd_hab,vase,1
acce2a11f70af73275e053fe644a8f608089893c,A beige crescent-shaped vase.,hssd_hab,vase,1
736eebbb72e7ee9ef01d76ae3b0075e55f05ceb5,A black wireframe vase.,hssd_hab,vase,1
6dd9e51b58072dbd08fbbdf95ce568aacc47ec59,A gray vase with an elongated shape.,hssd_hab,vase,1
2252ee7e50a8ff3608007253e73d1137358d125d,A gray and white vase with a smooth finish.,hssd_hab,vase,1
6152354f6498a5bea31b40f720f2cbff10634608,A black and white vase with a glossy finish.,hssd_hab,vase,1
bbe510f23f2488ae618cd8c6601f1df4e4edacc8,A beige vase with a smooth surface and vertical accents.,hssd_hab,vase,1
b6439d60ffdbd1c1a71ba76e706dcbfc87f2c6df,A glossy dark green vase with a wide rim.,hssd_hab,vase,1
fa5c8c836453388913b0017c4a2e33304373bc31,A dark gray vase with a striped pattern.,hssd_hab,vase,1
a043589070ad2a710483ac68aeb242f00ae1e994,A brown vase with a mirrored center.,hssd_hab,vase,1
b728f6c0506deaea1e8231b629d1e20b0a5fa0f8,A white vase with a black abstract pattern.,hssd_hab,vase,0
371efb7286ca8324dea0d9642b3824783a11aa73,A white vase with a blue floral pattern.,hssd_hab,vase,0
64e73ca852efff52e03768163453a7a41e117f43,A white vase with a textured surface and black decorative pattern.,hssd_hab,vase,0
4d264b0fb9851427c3bfcc8a92f12d33b30fe5d5,A black vase with a glossy finish.,hssd_hab,vase,1
c4776ee9f31d7ab3177be970e35e3f76c44e0f8c,A brown vase with two handles and a wide rim.,hssd_hab,vase,1
6441c18aab2884608788795c231b96924c6e5523,A translucent white vase with a smooth surface.,hssd_hab,vase,0
2b6a6f943bdaf73ef2018a02ceb1720ab04b5b2d,A black vase with a round shape.,hssd_hab,vase,1
00386b5179df69aec660a71fb9c65b344857d016,A vintage vase with a rustic pattern.,hssd_hab,vase,1
4d40134bdb82e6e53b72cd912f99835c486e8759,A white vase with a subtle geometric pattern.,hssd_hab,vase,0
B07JM1K8VH,"A white vase with yellow, green, and black bands.",amazon_berkeley,vase,0
B075HXLWT5,A white vase with a faceted design.,amazon_berkeley,vase,0
B07HSMVFMP,A white vase with a gold geometric pattern.,amazon_berkeley,vase,0
B075HR4ZDB,A white vase with a beige geometric pattern.,amazon_berkeley,vase,0
B07JLBDT51,A white vase with blue and green stripes at the bottom.,amazon_berkeley,vase,0
B07B8NVHX1,"A vase with a gradient of red, orange, and cream.",amazon_berkeley,vase,1
B078JMJC49,"A multicolored vase with green, blue, and teal horizontal bands.",amazon_berkeley,vase,1
B075HR7KY9,A white vase with a textured pattern.,amazon_berkeley,vase,0
B07B8VJBCL,A brown vase with a gradient pattern.,amazon_berkeley,vase,1
B07B8NZQ68,A white vase with brown accents and a glossy finish.,amazon_berkeley,vase,0
B07HSJVP5C,A white vase with a gray abstract pattern.,amazon_berkeley,vase,0
B078JMJC46,A white vase with an orange dot pattern.,amazon_berkeley,vase,0
B075HWX46K,A white vase with a geometric texture.,amazon_berkeley,vase,0
B07B8PXTSY,A brown vase with a gradient pattern.,amazon_berkeley,vase,1
B078JGYJTG,A pink and white vase with a narrow neck and a wooden base.,amazon_berkeley,vase,1
B075HR7DM7,A white vase with a geometric pattern.,amazon_berkeley,vase,0
B078JJDPR2,A turquoise and white vase with a drip pattern.,amazon_berkeley,vase,0
B075HXPFTG,A white vase with a faceted geometric design.,amazon_berkeley,vase,0
B075HWMC6S,A gray vase with an orange geometric pattern.,amazon_berkeley,vase,1
B07B8W8FBV,A cream and brown vase with a textured finish.,amazon_berkeley,vase,1
B07JM6GHC8,A white vase with a brown lattice pattern.,amazon_berkeley,vase,0
B075HXJPW6,A round vase with a beige and white pattern.,amazon_berkeley,vase,0
B07HSLG6WR,"A white vase with red, blue, and black stripes.",amazon_berkeley,vase,0
B078JGHZT3,A turquoise and white vase with a drip pattern.,amazon_berkeley,vase,0
Vase_Medium_5,A black vase with a bulbous shape.,ai2thorhab,vase,1
Vase_Tall_5,A glossy black vase with a narrow neck.,ai2thorhab,vase,1
Vase_Flat_1,"A white vase with a flattened, wide design.",ai2thorhab,vase,0
Vase_Open_2,A dark blue vase with a faceted design.,ai2thorhab,vase,1
Vase_Decorative_1,A white vase with a scalloped rim.,ai2thorhab,vase,0
Vase_Tall_2,A red vase with a long neck and bulbous base.,ai2thorhab,vase,1
Vase_Medium_2,A red vase with a bulbous shape.,ai2thorhab,vase,1
Vase_Tall_3,A blue vase with a narrow neck.,ai2thorhab,vase,1
Vase_Medium_4,A yellow vase with a rounded body and narrow neck.,ai2thorhab,vase,1
Vase_Open_3,A multicolored floral vase with a spherical shape.,ai2thorhab,vase,1
Vase_Flat_3,"A blue vase with a wide, flat shape.",ai2thorhab,vase,1
Vase_Medium_3,A blue vase with a round shape.,ai2thorhab,vase,1
Vase_Tall_1,A white vase with a narrow neck.,ai2thorhab,vase,0
Vase_Tall_4,A yellow vase with a narrow neck and bulbous body.,ai2thorhab,vase,1
Vase_Flat_5,"A dark brown, flat vase with a narrow neck.",ai2thorhab,vase,1
Vase_Flat_4,A round yellow vase with a narrow opening.,ai2thorhab,vase,1
